Date,Username,Role,Txn_amount,Approver
24/05/2020,wslg61,staff1,680,None
24/05/2020,mxxg13,staff2,1920,None
24/05/2020,okbq74,staff2,620,None
24/05/2020,ijfu90,staff1,1990,None
24/05/2020,mxxg13,staff2,2260,zfvu73
24/05/2020,xmdf21,staff2,190,None
24/05/2020,rofb82,staff2,1250,None
24/05/2020,mgff52,staff2,665,None
24/05/2020,zfvu73,supervisor,4290,gzfk26
24/05/2020,hsyd53,staff1,2930,dkhi21
25/05/2020,qhti95,staff1,1870,None
25/05/2020,czmw12,staff2,1790,None
25/05/2020,vgqj46,staff2,615,None
25/05/2020,cpzx65,staff2,1450,None
25/05/2020,xmdf21,staff2,1670,None
25/05/2020,vfsx38,staff1,460,None
25/05/2020,bjyo51,staff1,720,None
25/05/2020,zfvu73,supervisor,4460,cicu11
25/05/2020,czmw12,staff2,480,None
25/05/2020,dkhi21,supervisor,4160,sezj17
25/05/2020,pedi80,staff1,2180,dkhi21
25/05/2020,ijfu90,staff1,1150,None
25/05/2020,mxxg13,staff2,1090,None
25/05/2020,ijfu90,staff1,160,None
26/05/2020,cpzx65,staff2,2670,zfvu73
26/05/2020,wslg61,staff1,2710,dkhi21
26/05/2020,xmdf21,staff2,360,None
26/05/2020,qhti95,staff1,1720,None
26/05/2020,qhti95,staff1,120,None
26/05/2020,pedi80,staff1,1570,None
26/05/2020,vfsx38,staff1,140,None
26/05/2020,czmw12,staff2,430,None
26/05/2020,vfsx38,staff1,1250,None
26/05/2020,rofb82,staff2,1870,None
26/05/2020,qhti95,staff1,1550,None
26/05/2020,ijfu90,staff1,1330,None
26/05/2020,dkhi21,supervisor,5040,sezj17
26/05/2020,ijfu90,staff1,600,None
26/05/2020,ijfu90,staff1,410,None
26/05/2020,qtez25,staff2,630,None
26/05/2020,zfvu73,supervisor,5070,gzfk26
27/05/2020,xmdf21,staff2,950,None
27/05/2020,cpzx65,staff2,980,None
27/05/2020,mxxg13,staff2,1520,None
27/05/2020,xmdf21,staff2,370,None
27/05/2020,vfsx38,staff1,960,None
27/05/2020,mxxg13,staff2,140,None
27/05/2020,qhti95,staff1,1550,None
27/05/2020,okbq74,staff2,2340,zfvu73
27/05/2020,vfsx38,staff1,1940,None
27/05/2020,xmdf21,staff2,160,None
27/05/2020,bjyo51,staff1,1100,None
27/05/2020,xmdf21,staff2,2710,zfvu73
27/05/2020,qhti95,staff1,340,None
27/05/2020,qhti95,staff1,1320,None
27/05/2020,wslg61,staff1,1780,None
27/05/2020,zfvu73,supervisor,5870,hxmk48
27/05/2020,okbq74,staff2,2400,zfvu73
27/05/2020,czmw12,staff2,1600,None
27/05/2020,hsyd53,staff1,1900,None
27/05/2020,hsyd53,staff1,1370,None
27/05/2020,xmdf21,staff2,1030,None
28/05/2020,okbq74,staff2,1360,None
28/05/2020,wslg61,staff1,1420,None
28/05/2020,cpzx65,staff2,1880,None
28/05/2020,okbq74,staff2,310,None
28/05/2020,vfsx38,staff1,2810,zfvu73
28/05/2020,mxxg13,staff2,3020,zfvu73
28/05/2020,zfvu73,supervisor,5640,uiqh99
28/05/2020,zfvu73,supervisor,4150,dvgc74
28/05/2020,vfsx38,staff1,960,None
28/05/2020,bjyo51,staff1,1790,None
28/05/2020,qhti95,staff1,1230,None
28/05/2020,qtez25,staff2,1410,None
28/05/2020,vfsx38,staff1,790,None
28/05/2020,zfvu73,supervisor,4850,gzfk26
28/05/2020,czmw12,staff2,880,None
28/05/2020,okbq74,staff2,700,None
28/05/2020,okbq74,staff2,1830,None
28/05/2020,qtez25,staff2,20,None
28/05/2020,okbq74,staff2,210,None
28/05/2020,rofb82,staff2,120,None
28/05/2020,czmw12,staff2,700,None
28/05/2020,pedi80,staff1,1860,None
28/05/2020,rofb82,staff2,250,None
28/05/2020,xmdf21,staff2,910,None
01/06/2020,pedi80,staff1,1530,None
01/06/2020,ijfu90,staff1,590,None
01/06/2020,okbq74,staff2,1370,None
01/06/2020,cpzx65,staff2,2970,zfvu73
01/06/2020,ouqd32,supervisor,3765,eyor39
01/06/2020,pedi80,staff1,2190,zfvu73
01/06/2020,okbq74,staff2,330,None
01/06/2020,vfsx38,staff1,220,None
01/06/2020,mxxg13,staff2,1840,None
01/06/2020,mxxg13,staff2,2980,dkhi21
01/06/2020,mxxg13,staff2,890,None
01/06/2020,rofb82,staff2,1340,None
01/06/2020,bjyo51,staff1,2780,zfvu73
01/06/2020,vfsx38,staff1,630,None
01/06/2020,qtez25,staff2,1230,None
01/06/2020,qtez25,staff2,2080,dkhi21
01/06/2020,xmdf21,staff2,1150,None
01/06/2020,hsyd53,staff1,1560,None
01/06/2020,hsyd53,staff1,200,None
01/06/2020,mxxg13,staff2,1690,None
02/06/2020,mxxg13,staff2,450,None
02/06/2020,zfvu73,supervisor,4310,gzfk26
02/06/2020,pedi80,staff1,1080,None
02/06/2020,dkhi21,supervisor,4400,uiqh99
02/06/2020,wslg61,staff1,2940,dkhi21
02/06/2020,pedi80,staff1,460,None
02/06/2020,pedi80,staff1,1340,None
02/06/2020,pedi80,staff1,440,None
02/06/2020,bjyo51,staff1,350,None
02/06/2020,dkhi21,supervisor,4230,yvyl18
02/06/2020,pedi80,staff1,750,None
02/06/2020,mxxg13,staff2,1470,None
02/06/2020,bjyo51,staff1,200,None
02/06/2020,pedi80,staff1,270,None
02/06/2020,ijfu90,staff1,3600,dkhi21
02/06/2020,qhti95,staff1,650,None
02/06/2020,xmdf21,staff2,510,None
02/06/2020,vfsx38,staff1,920,None
03/06/2020,okbq74,staff2,510,None
03/06/2020,xmdf21,staff2,1120,None
03/06/2020,qhti95,staff1,110,None
03/06/2020,vfsx38,staff1,190,None
03/06/2020,rofb82,staff2,190,None
03/06/2020,qhti95,staff1,850,None
03/06/2020,qhti95,staff1,1410,None
03/06/2020,mxxg13,staff2,3550,zfvu73
03/06/2020,vfsx38,staff1,20,None
03/06/2020,czmw12,staff2,130,None
03/06/2020,bjyo51,staff1,770,None
03/06/2020,ijfu90,staff1,140,None
03/06/2020,zfvu73,supervisor,4730,cicu11
04/06/2020,wslg61,staff1,840,None
04/06/2020,mxxg13,staff2,3030,dkhi21
04/06/2020,vfsx38,staff1,300,None
04/06/2020,xmdf21,staff2,1440,None
04/06/2020,ijfu90,staff1,1920,None
04/06/2020,qhti95,staff1,2340,zfvu73
04/06/2020,qtez25,staff2,1280,None
04/06/2020,czmw12,staff2,900,None
04/06/2020,mxxg13,staff2,1160,None
04/06/2020,vfsx38,staff1,1040,None
04/06/2020,rofb82,staff2,3830,dkhi21
04/06/2020,okbq74,staff2,1880,None
04/06/2020,ijfu90,staff1,160,None
04/06/2020,cpzx65,staff2,400,None
04/06/2020,bjyo51,staff1,860,None
04/06/2020,rofb82,staff2,1660,None
04/06/2020,pedi80,staff1,1760,None
04/06/2020,rofb82,staff2,720,None
04/06/2020,qtez25,staff2,1470,None
04/06/2020,qhti95,staff1,650,None
04/06/2020,vfsx38,staff1,1390,None
04/06/2020,xmdf21,staff2,1420,None
04/06/2020,cpzx65,staff2,110,None
04/06/2020,pedi80,staff1,2960,dkhi21
04/06/2020,vfsx38,staff1,420,None
04/06/2020,dkhi21,supervisor,5830,yvyl18
04/06/2020,xmdf21,staff2,2190,zfvu73
04/06/2020,rofb82,staff2,1020,None
04/06/2020,dkhi21,supervisor,5240,hxmk48
05/06/2020,vfsx38,staff1,2550,zfvu73
05/06/2020,dkhi21,supervisor,5790,gzfk26
05/06/2020,qtez25,staff2,500,None
05/06/2020,okbq74,staff2,370,None
05/06/2020,vfsx38,staff1,790,None
05/06/2020,qhti95,staff1,1060,None
05/06/2020,bjyo51,staff1,170,None
05/06/2020,mxxg13,staff2,1850,None
05/06/2020,vfsx38,staff1,90,None
05/06/2020,dkhi21,supervisor,5700,sezj17
05/06/2020,dkhi21,supervisor,5700,gzfk26
05/06/2020,bjyo51,staff1,970,None
05/06/2020,ijfu90,staff1,1050,None
05/06/2020,hsyd53,staff1,140,None
05/06/2020,okbq74,staff2,1850,None
05/06/2020,czmw12,staff2,1870,None
05/06/2020,rofb82,staff2,1390,None
05/06/2020,czmw12,staff2,1670,None
06/06/2020,okbq74,staff2,1580,None
06/06/2020,pedi80,staff1,910,None
06/06/2020,qtez25,staff2,1870,None
06/06/2020,cpzx65,staff2,1070,None
06/06/2020,wslg61,staff1,20,None
06/06/2020,bjyo51,staff1,2770,zfvu73
06/06/2020,qhti95,staff1,440,None
06/06/2020,hsyd53,staff1,880,None
06/06/2020,czmw12,staff2,1370,None
06/06/2020,dkhi21,supervisor,5310,dvgc74
06/06/2020,vfsx38,staff1,1410,None
06/06/2020,wslg61,staff1,1390,None
06/06/2020,pedi80,staff1,710,None
06/06/2020,qtez25,staff2,860,None
06/06/2020,qtez25,staff2,330,None
06/06/2020,qtez25,staff2,80,None
06/06/2020,pedi80,staff1,1620,None
06/06/2020,qtez25,staff2,3110,zfvu73
06/06/2020,okbq74,staff2,1420,None
06/06/2020,ijfu90,staff1,950,None
06/06/2020,dkhi21,supervisor,5010,cicu11
07/06/2020,qhti95,staff1,1810,None
07/06/2020,rofb82,staff2,260,None
07/06/2020,vfsx38,staff1,640,None
07/06/2020,dkhi21,supervisor,4460,rixd63
07/06/2020,dkhi21,supervisor,4040,cicu11
07/06/2020,ijfu90,staff1,1900,None
07/06/2020,zfvu73,supervisor,5180,gzfk26
07/06/2020,okbq74,staff2,1820,None
07/06/2020,cpzx65,staff2,1910,None
07/06/2020,rofb82,staff2,1380,None
07/06/2020,ijfu90,staff1,1320,None
07/06/2020,ijfu90,staff1,80,None
07/06/2020,bjyo51,staff1,560,None
07/06/2020,pedi80,staff1,1840,None
07/06/2020,wslg61,staff1,1590,None
07/06/2020,wslg61,staff1,1980,None
07/06/2020,cpzx65,staff2,1240,None
07/06/2020,vfsx38,staff1,1480,None
08/06/2020,qtez25,staff2,720,None
08/06/2020,qhti95,staff1,800,None
08/06/2020,qtez25,staff2,1470,None
08/06/2020,bjyo51,staff1,3000,zfvu73
08/06/2020,cpzx65,staff2,340,None
08/06/2020,bjyo51,staff1,1520,None
08/06/2020,bjyo51,staff1,360,None
08/06/2020,ouqd32,supervisor,5770,nsoz88
08/06/2020,uxjt59,supervisor,5935,fxyj92
08/06/2020,wslg61,staff1,1860,None
08/06/2020,zfvu73,supervisor,5380,dvgc74
08/06/2020,czmw12,staff2,120,None
08/06/2020,zfvu73,supervisor,5920,dvgc74
08/06/2020,czmw12,staff2,1710,None
08/06/2020,qtez25,staff2,1190,None
08/06/2020,bjyo51,staff1,2920,zfvu73
08/06/2020,qtez25,staff2,1810,None
09/06/2020,qtez25,staff2,2680,dkhi21
09/06/2020,qtez25,staff2,3510,zfvu73
09/06/2020,rofb82,staff2,1680,None
09/06/2020,vfsx38,staff1,30,None
09/06/2020,bjyo51,staff1,330,None
09/06/2020,czmw12,staff2,1340,None
09/06/2020,wslg61,staff1,3690,zfvu73
09/06/2020,hsyd53,staff1,1320,None
09/06/2020,bjyo51,staff1,920,None
09/06/2020,bjyo51,staff1,260,None
09/06/2020,cpzx65,staff2,1750,None
09/06/2020,dkhi21,supervisor,5450,hxmk48
09/06/2020,qtez25,staff2,850,None
09/06/2020,vfsx38,staff1,220,None
09/06/2020,dkhi21,supervisor,4740,cicu11
09/06/2020,vfsx38,staff1,200,None
09/06/2020,zfvu73,supervisor,5210,gzfk26
09/06/2020,qtez25,staff2,540,None
09/06/2020,hsyd53,staff1,2590,dkhi21
09/06/2020,qtez25,staff2,340,None
09/06/2020,mxxg13,staff2,1060,None
09/06/2020,wslg61,staff1,790,None
10/06/2020,dkhi21,supervisor,5920,dvgc74
10/06/2020,vfsx38,staff1,560,None
10/06/2020,qhti95,staff1,760,None
10/06/2020,hsyd53,staff1,960,None
10/06/2020,ijfu90,staff1,2220,dkhi21
10/06/2020,okbq74,staff2,850,None
10/06/2020,cpzx65,staff2,1770,None
10/06/2020,zfvu73,supervisor,4550,cicu11
10/06/2020,pedi80,staff1,1750,None
10/06/2020,pedi80,staff1,1900,None
10/06/2020,cpzx65,staff2,1520,None
10/06/2020,ijfu90,staff1,1380,None
10/06/2020,rofb82,staff2,1050,None
11/06/2020,qhti95,staff1,1430,None
11/06/2020,zfvu73,supervisor,5430,rixd63
11/06/2020,qtez25,staff2,1020,None
11/06/2020,rofb82,staff2,1700,None
11/06/2020,oils61,supervisor,5265,xcut84
11/06/2020,mxxg13,staff2,1530,None
11/06/2020,hsyd53,staff1,800,None
11/06/2020,qhti95,staff1,1160,None
11/06/2020,dkhi21,supervisor,5920,hxmk48
11/06/2020,bjyo51,staff1,310,None
11/06/2020,zfvu73,supervisor,5890,cicu11
11/06/2020,dkhi21,supervisor,4800,sezj17
11/06/2020,hsyd53,staff1,150,None
11/06/2020,vfsx38,staff1,1650,None
11/06/2020,qhti95,staff1,680,None
11/06/2020,rofb82,staff2,760,None
11/06/2020,vfsx38,staff1,3120,zfvu73
11/06/2020,rofb82,staff2,3890,zfvu73
12/06/2020,qtez25,staff2,1010,None
12/06/2020,okbq74,staff2,1060,None
12/06/2020,ijfu90,staff1,230,None
12/06/2020,hsyd53,staff1,1020,None
12/06/2020,czmw12,staff2,120,None
12/06/2020,rofb82,staff2,200,None
12/06/2020,bjyo51,staff1,1450,None
12/06/2020,rofb82,staff2,720,None
12/06/2020,vfsx38,staff1,90,None
12/06/2020,vfsx38,staff1,1850,None
12/06/2020,czmw12,staff2,270,None
12/06/2020,pedi80,staff1,2340,dkhi21
12/06/2020,mxxg13,staff2,720,None
12/06/2020,qhti95,staff1,530,None
12/06/2020,qtez25,staff2,1130,None
12/06/2020,mxxg13,staff2,2020,zfvu73
12/06/2020,hsyd53,staff1,680,None
12/06/2020,qtez25,staff2,1440,None
12/06/2020,pedi80,staff1,1380,None
12/06/2020,dkhi21,supervisor,4170,rixd63
12/06/2020,wslg61,staff1,1410,None
12/06/2020,xmdf21,staff2,1760,None
12/06/2020,czmw12,staff2,220,None
12/06/2020,vfsx38,staff1,200,None
12/06/2020,hsyd53,staff1,1060,None
13/06/2020,qhti95,staff1,800,None
13/06/2020,pedi80,staff1,620,None
13/06/2020,pedi80,staff1,860,None
13/06/2020,czmw12,staff2,660,None
13/06/2020,cpzx65,staff2,230,None
13/06/2020,wslg61,staff1,230,None
13/06/2020,zfvu73,supervisor,4220,hxmk48
13/06/2020,hsyd53,staff1,560,None
13/06/2020,hsyd53,staff1,2610,dkhi21
13/06/2020,czmw12,staff2,280,None
13/06/2020,mxxg13,staff2,1420,None
13/06/2020,zfvu73,supervisor,5100,uiqh99
13/06/2020,hsyd53,staff1,1350,None
13/06/2020,hsyd53,staff1,1570,None
13/06/2020,xmdf21,staff2,20,None
13/06/2020,rofb82,staff2,3040,zfvu73
13/06/2020,cpzx65,staff2,150,None
13/06/2020,zfvu73,supervisor,4260,rixd63
13/06/2020,pedi80,staff1,1430,None
13/06/2020,zfvu73,supervisor,4190,hxmk48
13/06/2020,hsyd53,staff1,1350,None
13/06/2020,hsyd53,staff1,890,None
13/06/2020,cpzx65,staff2,1000,None
13/06/2020,zfvu73,supervisor,4560,uiqh99
13/06/2020,qhti95,staff1,650,None
13/06/2020,ijfu90,staff1,500,None
13/06/2020,wslg61,staff1,1050,None
13/06/2020,bjyo51,staff1,2500,dkhi21
14/06/2020,qhti95,staff1,1160,None
14/06/2020,xmdf21,staff2,1860,None
14/06/2020,qtez25,staff2,1850,None
14/06/2020,okbq74,staff2,910,None
14/06/2020,pedi80,staff1,2350,zfvu73
14/06/2020,mxxg13,staff2,1480,None
14/06/2020,rofb82,staff2,770,None
14/06/2020,pedi80,staff1,2110,zfvu73
14/06/2020,cpzx65,staff2,1810,None
14/06/2020,rofb82,staff2,1380,None
14/06/2020,ijfu90,staff1,1900,None
14/06/2020,czmw12,staff2,1000,None
14/06/2020,xmdf21,staff2,690,None
14/06/2020,cpzx65,staff2,930,None
14/06/2020,dkhi21,supervisor,5750,rixd63
14/06/2020,dkhi21,supervisor,4790,yvyl18
14/06/2020,pedi80,staff1,1910,None
14/06/2020,dkhi21,supervisor,5490,dvgc74
14/06/2020,zfvu73,supervisor,5390,yvyl18
14/06/2020,zfvu73,supervisor,6070,yvyl18
14/06/2020,qhti95,staff1,1760,None
14/06/2020,cpzx65,staff2,690,None
14/06/2020,bjyo51,staff1,340,None
15/06/2020,czmw12,staff2,350,None
15/06/2020,wslg61,staff1,3090,dkhi21
15/06/2020,czmw12,staff2,60,None
15/06/2020,zfvu73,supervisor,5760,dvgc74
15/06/2020,zfvu73,supervisor,4580,gzfk26
15/06/2020,vfsx38,staff1,500,None
15/06/2020,zfvu73,supervisor,4310,cicu11
15/06/2020,wslg61,staff1,1900,None
15/06/2020,hsyd53,staff1,1260,None
15/06/2020,njso24,supervisor,4350,xcut84
15/06/2020,dkhi21,supervisor,4970,dvgc74
15/06/2020,dkhi21,supervisor,5610,gzfk26
16/06/2020,cpzx65,staff2,690,None
16/06/2020,vfsx38,staff1,1260,None
16/06/2020,mxxg13,staff2,2710,dkhi21
16/06/2020,cpzx65,staff2,650,None
16/06/2020,qhti95,staff1,1280,None
16/06/2020,hsyd53,staff1,2680,dkhi21
16/06/2020,okbq74,staff2,1430,None
16/06/2020,zfvu73,supervisor,4170,sezj17
16/06/2020,dkhi21,supervisor,5350,cicu11
16/06/2020,wslg61,staff1,380,None
16/06/2020,qtez25,staff2,1580,None
16/06/2020,mxxg13,staff2,1970,None
16/06/2020,pedi80,staff1,1310,None
16/06/2020,zfvu73,supervisor,4030,rixd63
16/06/2020,cpzx65,staff2,850,None
16/06/2020,mxxg13,staff2,1950,None
16/06/2020,xmdf21,staff2,3840,dkhi21
16/06/2020,zfvu73,supervisor,5600,uiqh99
16/06/2020,hsyd53,staff1,130,None
17/06/2020,okbq74,staff2,2680,zfvu73
17/06/2020,rofb82,staff2,940,None
17/06/2020,qhti95,staff1,3950,dkhi21
17/06/2020,rofb82,staff2,1670,None
17/06/2020,mxxg13,staff2,2280,dkhi21
17/06/2020,bjyo51,staff1,480,None
17/06/2020,zfvu73,supervisor,4370,uiqh99
17/06/2020,hsyd53,staff1,1280,None
17/06/2020,xmdf21,staff2,810,None
17/06/2020,vfsx38,staff1,60,None
17/06/2020,pedi80,staff1,860,None
17/06/2020,qtez25,staff2,3620,zfvu73
17/06/2020,pedi80,staff1,3620,dkhi21
17/06/2020,cpzx65,staff2,460,None
17/06/2020,zfvu73,supervisor,5590,uiqh99
17/06/2020,cpzx65,staff2,2070,dkhi21
17/06/2020,czmw12,staff2,3830,zfvu73
18/06/2020,qtez25,staff2,1430,None
18/06/2020,qtez25,staff2,2140,zfvu73
18/06/2020,xmdf21,staff2,710,None
18/06/2020,qtez25,staff2,330,None
18/06/2020,zfvu73,supervisor,5620,sezj17
18/06/2020,hsyd53,staff1,2770,dkhi21
18/06/2020,wslg61,staff1,2320,zfvu73
18/06/2020,xmdf21,staff2,630,None
18/06/2020,zfvu73,supervisor,5400,hxmk48
18/06/2020,pedi80,staff1,1910,None
18/06/2020,qtez25,staff2,1540,None
18/06/2020,ouqd32,supervisor,6075,fxyj92
18/06/2020,pedi80,staff1,200,None
18/06/2020,rofb82,staff2,1340,None
18/06/2020,rofb82,staff2,1360,None
18/06/2020,dkhi21,supervisor,4610,gzfk26
18/06/2020,xmdf21,staff2,1160,None
18/06/2020,mxxg13,staff2,1860,None
19/06/2020,qhti95,staff1,1870,None
19/06/2020,zfvu73,supervisor,4060,cicu11
19/06/2020,hsyd53,staff1,590,None
19/06/2020,bjyo51,staff1,2220,zfvu73
19/06/2020,rofb82,staff2,2810,zfvu73
19/06/2020,qtez25,staff2,1240,None
19/06/2020,wslg61,staff1,1080,None
19/06/2020,rofb82,staff2,1730,None
19/06/2020,mxxg13,staff2,1620,None
19/06/2020,okbq74,staff2,670,None
19/06/2020,rofb82,staff2,1730,None
19/06/2020,pedi80,staff1,3060,dkhi21
19/06/2020,zfvu73,supervisor,4190,rixd63
19/06/2020,qtez25,staff2,690,None
19/06/2020,mxxg13,staff2,1450,None
19/06/2020,qhti95,staff1,940,None
20/06/2020,mxxg13,staff2,1790,None
20/06/2020,hsyd53,staff1,2580,dkhi21
20/06/2020,dkhi21,supervisor,5270,sezj17
20/06/2020,mxxg13,staff2,460,None
20/06/2020,dkhi21,supervisor,5190,uiqh99
20/06/2020,hsyd53,staff1,1550,None
20/06/2020,rofb82,staff2,390,None
20/06/2020,qtez25,staff2,1930,None
20/06/2020,dkhi21,supervisor,4330,hxmk48
20/06/2020,mxxg13,staff2,1020,None
20/06/2020,mxxg13,staff2,540,None
20/06/2020,ijfu90,staff1,680,None
20/06/2020,xmdf21,staff2,1490,None
20/06/2020,pedi80,staff1,1380,None
20/06/2020,qhti95,staff1,3570,zfvu73
20/06/2020,bjyo51,staff1,1310,None
20/06/2020,okbq74,staff2,280,None
20/06/2020,zfvu73,supervisor,5780,sezj17
20/06/2020,qhti95,staff1,1710,None
20/06/2020,qhti95,staff1,1440,None
20/06/2020,cpzx65,staff2,190,None
20/06/2020,rofb82,staff2,1480,None
20/06/2020,zfvu73,supervisor,5220,gzfk26
20/06/2020,bjyo51,staff1,1260,None
21/06/2020,vfsx38,staff1,3880,zfvu73
21/06/2020,xmdf21,staff2,550,None
21/06/2020,pedi80,staff1,520,None
21/06/2020,pedi80,staff1,2000,dkhi21
21/06/2020,cpzx65,staff2,390,None
21/06/2020,dkhi21,supervisor,5380,sezj17
21/06/2020,wslg61,staff1,1510,None
21/06/2020,xmdf21,staff2,830,None
21/06/2020,mxxg13,staff2,2380,dkhi21
21/06/2020,qtez25,staff2,1030,None
21/06/2020,njso24,supervisor,6120,noep88
21/06/2020,qhti95,staff1,950,None
21/06/2020,ijfu90,staff1,450,None
21/06/2020,vfsx38,staff1,960,None
21/06/2020,wslg61,staff1,1130,None
21/06/2020,qhti95,staff1,630,None
21/06/2020,vfsx38,staff1,300,None
21/06/2020,cpzx65,staff2,1530,None
21/06/2020,hsyd53,staff1,1250,None
21/06/2020,bjyo51,staff1,40,None
21/06/2020,dkhi21,supervisor,5920,uiqh99
21/06/2020,qhti95,staff1,3580,zfvu73
22/06/2020,pedi80,staff1,1500,None
22/06/2020,cpzx65,staff2,2360,dkhi21
22/06/2020,qhti95,staff1,1980,None
22/06/2020,bjyo51,staff1,640,None
22/06/2020,czmw12,staff2,1110,None
22/06/2020,wslg61,staff1,1660,None
22/06/2020,wslg61,staff1,1850,None
22/06/2020,pedi80,staff1,2180,zfvu73
22/06/2020,czmw12,staff2,1640,None
22/06/2020,qhti95,staff1,700,None
22/06/2020,qhti95,staff1,630,None
22/06/2020,mxxg13,staff2,3230,zfvu73
22/06/2020,okbq74,staff2,1040,None
22/06/2020,hsyd53,staff1,1280,None
22/06/2020,qhti95,staff1,1700,None
22/06/2020,okbq74,staff2,2550,zfvu73
22/06/2020,qtez25,staff2,2500,zfvu73
22/06/2020,qtez25,staff2,2510,zfvu73
22/06/2020,pedi80,staff1,280,None
22/06/2020,dkhi21,supervisor,5500,rixd63
22/06/2020,okbq74,staff2,1550,None
22/06/2020,bjyo51,staff1,1350,None
22/06/2020,okbq74,staff2,1800,None
23/06/2020,xmdf21,staff2,170,None
23/06/2020,vfsx38,staff1,1690,None
23/06/2020,vfsx38,staff1,670,None
23/06/2020,cpzx65,staff2,3620,dkhi21
23/06/2020,hsyd53,staff1,1990,None
23/06/2020,qhti95,staff1,1840,None
23/06/2020,cpzx65,staff2,1530,None
23/06/2020,zfvu73,supervisor,5380,gzfk26
23/06/2020,qhti95,staff1,1590,None
23/06/2020,dkhi21,supervisor,4880,hxmk48
23/06/2020,bjyo51,staff1,450,None
23/06/2020,vfsx38,staff1,180,None
23/06/2020,dkhi21,supervisor,4160,dvgc74
23/06/2020,vfsx38,staff1,2460,zfvu73
23/06/2020,zfvu73,supervisor,5190,hxmk48
23/06/2020,qtez25,staff2,1730,None
23/06/2020,njso24,supervisor,4380,qili19
23/06/2020,czmw12,staff2,1690,None
23/06/2020,pedi80,staff1,3010,dkhi21
23/06/2020,ijfu90,staff1,850,None
23/06/2020,qhti95,staff1,1000,None
23/06/2020,ijfu90,staff1,1720,None
23/06/2020,vfsx38,staff1,1810,None
23/06/2020,okbq74,staff2,740,None
23/06/2020,czmw12,staff2,970,None
24/06/2020,mxxg13,staff2,3070,zfvu73
24/06/2020,ijfu90,staff1,1900,None
24/06/2020,okbq74,staff2,120,None
24/06/2020,xmdf21,staff2,2710,dkhi21
24/06/2020,mxxg13,staff2,1390,None
24/06/2020,ijfu90,staff1,960,None
24/06/2020,okbq74,staff2,1320,None
24/06/2020,qhti95,staff1,1620,None
24/06/2020,mxxg13,staff2,100,None
24/06/2020,czmw12,staff2,2230,zfvu73
24/06/2020,wslg61,staff1,1580,None
24/06/2020,vfsx38,staff1,470,None
24/06/2020,qtez25,staff2,620,None
24/06/2020,pedi80,staff1,1180,None
24/06/2020,bjyo51,staff1,1150,None
24/06/2020,okbq74,staff2,1170,None
24/06/2020,czmw12,staff2,1220,None
24/06/2020,qtez25,staff2,1640,None
24/06/2020,bjyo51,staff1,3930,dkhi21
24/06/2020,qhti95,staff1,570,None
25/06/2020,vfsx38,staff1,1680,None
25/06/2020,xmdf21,staff2,2530,dkhi21
25/06/2020,wslg61,staff1,870,None
25/06/2020,hsyd53,staff1,2610,dkhi21
25/06/2020,ijfu90,staff1,50,None
25/06/2020,bjyo51,staff1,340,None
25/06/2020,hsyd53,staff1,3680,dkhi21
25/06/2020,zfvu73,supervisor,5340,sezj17
25/06/2020,hsyd53,staff1,160,None
25/06/2020,bjyo51,staff1,1420,None
25/06/2020,okbq74,staff2,500,None
25/06/2020,czmw12,staff2,2710,dkhi21
25/06/2020,czmw12,staff2,1140,None
25/06/2020,qtez25,staff2,3890,zfvu73
25/06/2020,pedi80,staff1,250,None
25/06/2020,cpzx65,staff2,1730,None
25/06/2020,czmw12,staff2,1320,None
25/06/2020,rofb82,staff2,20,None
25/06/2020,qhti95,staff1,1260,None
25/06/2020,okbq74,staff2,1690,None
25/06/2020,wslg61,staff1,1060,None
25/06/2020,zfvu73,supervisor,5870,sezj17
25/06/2020,okbq74,staff2,640,None
26/06/2020,pedi80,staff1,1490,None
26/06/2020,dkhi21,supervisor,4030,dvgc74
26/06/2020,wslg61,staff1,1250,None
26/06/2020,vfsx38,staff1,1670,None
26/06/2020,ijfu90,staff1,440,None
26/06/2020,mxxg13,staff2,970,None
26/06/2020,mxxg13,staff2,1400,None
26/06/2020,pedi80,staff1,1320,None
26/06/2020,rofb82,staff2,600,None
26/06/2020,pedi80,staff1,380,None
26/06/2020,qtez25,staff2,310,None
26/06/2020,ijfu90,staff1,1380,None
26/06/2020,hsyd53,staff1,1890,None
26/06/2020,vfsx38,staff1,960,None
26/06/2020,rofb82,staff2,1500,None
26/06/2020,qhti95,staff1,1610,None
26/06/2020,dkhi21,supervisor,5340,rixd63
26/06/2020,bjyo51,staff1,1490,None
26/06/2020,okbq74,staff2,1220,None
26/06/2020,qhti95,staff1,1160,None
26/06/2020,cpzx65,staff2,90,None
26/06/2020,cpzx65,staff2,240,None
26/06/2020,czmw12,staff2,1570,None
26/06/2020,bjyo51,staff1,1130,None
26/06/2020,qhti95,staff1,650,None
27/06/2020,mxxg13,staff2,1470,None
27/06/2020,czmw12,staff2,1520,None
27/06/2020,zfvu73,supervisor,5110,rixd63
27/06/2020,mxxg13,staff2,1420,None
27/06/2020,qhti95,staff1,2820,zfvu73
27/06/2020,okbq74,staff2,590,None
27/06/2020,xmdf21,staff2,1970,None
27/06/2020,hsyd53,staff1,1820,None
27/06/2020,mxxg13,staff2,60,None
27/06/2020,dkhi21,supervisor,5670,sezj17
27/06/2020,rofb82,staff2,1500,None
27/06/2020,rofb82,staff2,1030,None
